Timestamp,Age Group?,Occupation?,Gender,What type of smartphone do you primarily use?,Average daily mobile screen time? ,Which app categories do you use daily?,Which category do you spend the MOST time on?,How often do you see ads while using mobile apps?,Which ad formats do you encounter most frequently?,In which app category do you feel ads are MOST excessive?,Fill the following [Ads interrupt my app usage experience],Fill the following [I feel frustrated due to frequent advertisements],Fill the following [Ads reduce my enjoyment while using apps],Fill the following [Ads have caused me to close an app or stop using it temporarily],Ads have made me uninstall an app in the past,Which ad format do you tolerate the MOST?,Which time do you find ads MOST annoying?,Would you pay for an ad-free version of an app you use frequently?
05/02/2026 22:19:56,Below 18,Student,Male,Android,More than 6 hours,"Social Media, Video / OTT, Gaming, Shopping / E-commerce, Utility / Tools",Shopping / E-commerce,Often,Sponsored posts,Gaming,Neutral,Neutral,Strongly disagree,Strongly disagree,No,Rewarded ads,Late night,No
05/02/2026 22:19:56,18–24,Working professional,Male,iOS,More than 6 hours,"Video / OTT, Gaming, Shopping / E-commerce",,Sometimes,Unskippable ads,Education,Neutral,Agree,Neutral,Agree,Yes,Skippable video ads,Afternoon,No
05/02/2026 22:19:56,18–24,Working professional,Female,Android,Less than 2 hours,Social Media,"Video / OTT, Shopping / E-commerce",Very often,Video ads,Video / OTT,Strongly agree,Neutral,Strongly disagree,Strongly disagree,No,Banner ads,Evening,Yes
05/02/2026 22:19:56,18–24,Self-employed,Male,iOS,More than 6 hours,"News / Reading, Utility / Tools","Social Media, Video / OTT, Gaming, Shopping / E-commerce",Rarely,Sponsored posts,Video / OTT,Agree,Strongly disagree,Strongly disagree,Strongly disagree,No,Banner ads,Morning,No
05/02/2026 22:19:57,35–44,Self-employed,Female,Android,4–6 hours,"Social Media, Education","Social Media, News / Reading",Sometimes,Banner ads,Utility / Tools,Strongly agree,Disagree,Strongly disagree,Neutral,No,None,Afternoon,Yes
05/02/2026 22:19:57,45+,Working professional,Female,Android,More than 6 hours,"Video / OTT, News / Reading, Utility / Tools","Video / OTT, Gaming, Utility / Tools, Education",Often,Unskippable ads,Shopping / E-commerce,Disagree,Agree,Strongly agree,Strongly disagree,Yes,Sponsored content,Evening,No
05/02/2026 22:19:57,18–24,Self-employed,Male,Android,4–6 hours,"Gaming, News / Reading, Education","Social Media, Shopping / E-commerce",Rarely,Unskippable ads,Shopping / E-commerce,Strongly agree,Strongly agree,Agree,Disagree,No,None,Afternoon,Yes
05/02/2026 22:19:57,18–24,Other,Female,iOS,4–6 hours,"Video / OTT, Shopping / E-commerce, News / Reading","Social Media, Video / OTT, Gaming, Utility / Tools",Often,Unskippable ads,Utility / Tools,Disagree,Neutral,Neutral,Strongly disagree,No,Rewarded ads,Evening,No
05/02/2026 22:19:57,18–24,Student,Female,iOS,4–6 hours,"Social Media, Video / OTT, Gaming, News / Reading, Utility / Tools",Utility / Tools,Rarely,Video ads,Social Media,Agree,Agree,Strongly agree,Strongly agree,No,Skippable video ads,Late night,Yes
05/02/2026 22:19:57,25–34,Self-employed,Female,Android,4–6 hours,"Social Media, Shopping / E-commerce, News / Reading",Social Media,Very often,Unskippable ads,News / Reading,Neutral,Disagree,Agree,Strongly disagree,Yes,Rewarded ads,Evening,No
05/02/2026 22:19:57,Below 18,Self-employed,Prefer not to say,Android,Less than 2 hours,"Social Media, Video / OTT, Shopping / E-commerce, Utility / Tools","Social Media, Shopping / E-commerce, Education",Often,Rewarded ads,Gaming,Agree,Strongly disagree,Disagree,Strongly disagree,Yes,Sponsored content,Late night,No
05/02/2026 22:19:57,25–34,Other,Male,iOS,More than 6 hours,"Social Media, Shopping / E-commerce","Social Media, Gaming, Utility / Tools",Sometimes,Video ads,News / Reading,Neutral,Strongly disagree,Strongly disagree,Disagree,Yes,Rewarded ads,Afternoon,No
05/02/2026 22:19:57,18–24,Student,Female,Android,More than 6 hours,Shopping / E-commerce,"Social Media, Video / OTT, Gaming, Utility / Tools",Rarely,Banner ads,Shopping / E-commerce,Strongly agree,Neutral,Neutral,Strongly agree,Yes,Rewarded ads,Late night,Yes
05/02/2026 22:19:57,18–24,Working professional,Male,iOS,More than 6 hours,"Video / OTT, Gaming, Utility / Tools","Gaming, Education",Often,Video ads,Education,Neutral,Strongly disagree,Strongly agree,Disagree,Yes,Skippable video ads,Evening,No
05/02/2026 22:19:57,18–24,Other,Male,iOS,4–6 hours,"News / Reading, Utility / Tools","Social Media, Video / OTT, Gaming",Rarely,Unskippable ads,News / Reading,Disagree,Neutral,Disagree,Strongly agree,No,None,Afternoon,No
05/02/2026 22:19:57,18–24,Other,Female,iOS,More than 6 hours,"Social Media, Shopping / E-commerce, Education","Social Media, Video / OTT, News / Reading",Often,Sponsored posts,Shopping / E-commerce,Disagree,Disagree,Disagree,Agree,No,Sponsored content,Evening,No
05/02/2026 22:19:57,18–24,Other,Female,Android,More than 6 hours,"Video / OTT, Shopping / E-commerce",Education,Very often,Unskippable ads,Utility / Tools,Disagree,Strongly agree,Agree,Agree,Yes,Sponsored content,Evening,Yes
05/02/2026 22:19:57,35–44,Student,Female,iOS,2–4 hours,"Social Media, Video / OTT, Shopping / E-commerce","Video / OTT, Shopping / E-commerce, Utility / Tools",Often,Unskippable ads,News / Reading,Strongly agree,Agree,Disagree,Strongly agree,Yes,Rewarded ads,Morning,Yes
05/02/2026 22:20:32,18–24,Student,Female,Android,4–6 hours,"Social Media, Shopping / E-commerce, Utility / Tools, Education","Social Media, Shopping / E-commerce, Utility / Tools, Education",Often,Video ads,Video / OTT,Strongly agree,Strongly agree,Strongly agree,Agree,No,Skippable video ads,Evening,No
05/02/2026 22:23:26,18–24,Student,Female,Android,More than 6 hours,"Social Media, Shopping / E-commerce, News / Reading","Social Media, Shopping / E-commerce, News / Reading",Often,Video ads,Social Media,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Skippable video ads,Afternoon,No
05/02/2026 22:23:57,18–24,Student,Male,Android,More than 6 hours,"Social Media, Gaming, Education","Social Media, Gaming, Education",Often,Unskippable ads,Shopping / E-commerce,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Sponsored content,Late night,No
05/02/2026 22:24:05,25–34,Working professional,Male,Android,4–6 hours,"Social Media, Video / OTT, Gaming","Social Media, Video / OTT, Gaming",Rarely,Banner ads,Gaming,Agree,Agree,Agree,Agree,Yes,Rewarded ads,Afternoon,No
05/02/2026 22:24:29,18–24,Student,Female,iOS,More than 6 hours,"Social Media, Video / OTT, Shopping / E-commerce","Social Media, Video / OTT, Shopping / E-commerce",Very often,Video ads,Social Media,Agree,Agree,Agree,Agree,Yes,Skippable video ads,Morning,No
05/02/2026 22:25:53,18–24,Student,Male,iOS,4–6 hours,"Social Media, Video / OTT, News / Reading, Education","Social Media, Video / OTT, News / Reading, Education",Sometimes,Sponsored posts,Shopping / E-commerce,Agree,Neutral,Agree,Agree,Yes,Skippable video ads,Afternoon,Yes
05/02/2026 22:28:27,18–24,Student,Male,Android,2–4 hours,"Social Media, Video / OTT, News / Reading, Education","Social Media, Video / OTT, News / Reading, Education",Very often,Video ads,Education,Agree,Agree,Agree,Strongly agree,Yes,Skippable video ads,Evening,Yes
05/02/2026 22:35:11,45+,Working professional,Female,Android,Less than 2 hours,"Social Media, Gaming, News / Reading","Social Media, Gaming, News / Reading",Rarely,Unskippable ads,Social Media,Agree,Agree,Agree,Disagree,No,Sponsored content,Afternoon,No
05/02/2026 22:35:52,18–24,Student,Male,iOS,2–4 hours,"Social Media, Video / OTT, Shopping / E-commerce, News / Reading, Utility / Tools, Education","Social Media, News / Reading, Education",Often,Unskippable ads,Social Media,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,None,,No
05/02/2026 22:39:39,18–24,Working professional,Male,Android,4–6 hours,"Social Media, Video / OTT, Gaming, Shopping / E-commerce, Education","Social Media, Video / OTT, Shopping / E-commerce",Often,Video ads,Social Media,Neutral,Agree,Agree,Neutral,Yes,Skippable video ads,Afternoon,No
05/02/2026 22:41:32,18–24,Student,Female,iOS,More than 6 hours,"Social Media, Video / OTT, Gaming, Utility / Tools","Social Media, Video / OTT, Gaming",Very often,Video ads,Social Media,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Rewarded ads,Late night,No
05/02/2026 22:52:45,45+,Student,Prefer not to say,iOS,Less than 2 hours,"News / Reading, Utility / Tools, Education","News / Reading, Utility / Tools, Education",Rarely,Video ads,Education,Strongly disagree,Strongly agree,Neutral,Strongly agree,Yes,None,Morning,No
05/02/2026 22:54:37,45+,Other,Female,Android,2–4 hours,"Social Media, Video / OTT, Shopping / E-commerce","Social Media, Video / OTT, Shopping / E-commerce",Sometimes,Video ads,Social Media,Agree,Agree,Agree,Neutral,No,Skippable video ads,Afternoon,No
05/02/2026 22:55:17,18–24,Working professional,Male,Android,More than 6 hours,"Social Media, Video / OTT, Gaming","Social Media, Video / OTT, Gaming",Often,Unskippable ads,Social Media,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Yes,Skippable video ads,Morning,No
05/02/2026 23:00:13,18–24,Student,Male,iOS,4–6 hours,"Social Media, Video / OTT, Education","Social Media, Video / OTT, Gaming",Often,Sponsored posts,Video / OTT,Strongly agree,Strongly agree,Strongly agree,Neutral,No,Skippable video ads,Late night,No
05/02/2026 23:08:47,18–24,Student,Female,Android,4–6 hours,"Social Media, Video / OTT, News / Reading, Utility / Tools, Education","Social Media, Video / OTT, Education",Sometimes,Unskippable ads,Social Media,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Rewarded ads,Late night,Yes
05/02/2026 23:19:33,Below 18,Student,Male,Android,2–4 hours,"Social Media, Video / OTT, Gaming, Education","Social Media, Video / OTT, Gaming",Very often,Video ads,Video / OTT,Neutral,Neutral,Neutral,Neutral,Yes,Rewarded ads,Late night,Yes
05/02/2026 23:21:41,25–34,Working professional,Male,Android,4–6 hours,"Social Media, Video / OTT, Gaming","Social Media, Video / OTT, Gaming",Often,Unskippable ads,Gaming,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,Skippable video ads,Evening,No
06/02/2026 00:07:42,Below 18,Student,Male,Android,2–4 hours,"Social Media, Video / OTT, Education","Social Media, Video / OTT, Education",Rarely,Unskippable ads,Education,Agree,Agree,Neutral,Agree,Yes,Rewarded ads,Late night,Yes
06/02/2026 00:16:07,35–44,Self-employed,Male,iOS,2–4 hours,"Social Media, Gaming, Utility / Tools","Social Media, Gaming, Utility / Tools",Sometimes,Video ads,Social Media,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Skippable video ads,Late night,Yes
06/02/2026 00:24:29,18–24,Student,Male,Android,Less than 2 hours,"Social Media, News / Reading, Education","Social Media, News / Reading, Education",Sometimes,Unskippable ads,Video / OTT,Disagree,Disagree,Neutral,Neutral,No,Banner ads,Afternoon,No
06/02/2026 00:35:09,18–24,Student,Male,Android,4–6 hours,"Social Media, Video / OTT, Gaming","Social Media, Video / OTT, Gaming",Very often,Video ads,Social Media,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Skippable video ads,Late night,No
06/02/2026 00:58:47,45+,Other,Prefer not to say,Android,More than 6 hours,"Social Media, Video / OTT, Gaming","Social Media, Video / OTT, Gaming",Very often,Sponsored posts,Social Media,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,None,Late night,No
06/02/2026 02:41:02,18–24,Student,Male,iOS,More than 6 hours,"Social Media, Video / OTT, Gaming, News / Reading, Education","Social Media, Gaming, News / Reading",Rarely,Video ads,Video / OTT,Neutral,Strongly agree,Agree,Disagree,No,Sponsored content,Afternoon,No
06/02/2026 02:44:21,18–24,Student,Female,Android,4–6 hours,"Social Media, Video / OTT, Utility / Tools","Social Media, Video / OTT, Utility / Tools",Often,Video ads,Video / OTT,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Rewarded ads,Morning,No
06/02/2026 03:05:42,18–24,Working professional,Male,Android,2–4 hours,"Social Media, Video / OTT, Shopping / E-commerce","Social Media, Video / OTT, Shopping / E-commerce",Very often,Video ads,Social Media,Neutral,Neutral,Neutral,Disagree,Yes,Skippable video ads,Evening,No
06/02/2026 05:59:11,Below 18,Student,Male,Android,2–4 hours,"Social Media, Gaming, Education","Social Media, Gaming, Education",Sometimes,Video ads,Social Media,Agree,Strongly agree,Strongly agree,Agree,No,Sponsored content,Evening,No
06/02/2026 08:02:23,35–44,Working professional,Female,iOS,Less than 2 hours,"Social Media, News / Reading, Education","Social Media, News / Reading, Education",Sometimes,Unskippable ads,Social Media,Strongly disagree,Neutral,Strongly disagree,Neutral,No,Sponsored content,Morning,No
06/02/2026 08:06:32,18–24,Student,Male,Android,More than 6 hours,"Social Media, Video / OTT, Education","Social Media, Video / OTT, Education",Often,Sponsored posts,Social Media,Agree,Agree,Agree,Agree,Yes,Skippable video ads,Evening,No
06/02/2026 08:48:14,18–24,Student,Male,Android,Less than 2 hours,"Social Media, Shopping / E-commerce, Education","Social Media, Shopping / E-commerce, Education",Sometimes,Sponsored posts,Shopping / E-commerce,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Banner ads,Afternoon,Yes
06/02/2026 09:13:23,45+,Working professional,Female,Android,2–4 hours,"Social Media, Video / OTT, Shopping / E-commerce, News / Reading, Education","Social Media, Shopping / E-commerce, News / Reading",Often,Unskippable ads,Video / OTT,Agree,Agree,Agree,Agree,Yes,Skippable video ads,Morning,No
06/02/2026 09:27:07,45+,Working professional,Female,Android,Less than 2 hours,"Social Media, News / Reading, Education","Social Media, News / Reading, Education",Often,Unskippable ads,Social Media,Agree,Agree,Agree,Agree,No,Skippable video ads,Morning,No
06/02/2026 09:40:22,18–24,Student,Male,Android,2–4 hours,"Social Media, Video / OTT, News / Reading","Social Media, Video / OTT, News / Reading",Often,Banner ads,Social Media,Neutral,Agree,Agree,Neutral,Yes,Sponsored content,Evening,No
06/02/2026 09:40:33,45+,Working professional,Female,Android,More than 6 hours,"Social Media, Shopping / E-commerce, News / Reading","Social Media, Shopping / E-commerce, Education",Sometimes,Video ads,News / Reading,Strongly disagree,Neutral,Neutral,Neutral,No,Skippable video ads,Morning,Yes
06/02/2026 10:44:55,25–34,Other,Female,Android,Less than 2 hours,"Social Media, Video / OTT, Shopping / E-commerce","Social Media, Video / OTT, Education",Sometimes,Sponsored posts,Video / OTT,Strongly agree,Agree,Agree,Strongly agree,Yes,Banner ads,Afternoon,No
06/02/2026 11:02:32,18–24,Student,Female,Android,2–4 hours,"Social Media, Video / OTT, Shopping / E-commerce","Social Media, Video / OTT, Gaming",Rarely,Video ads,Video / OTT,Agree,Neutral,Agree,Neutral,No,Sponsored content,Evening,No
06/02/2026 11:52:05,25–34,Self-employed,Female,Android,2–4 hours,"Social Media, Video / OTT, Gaming, Shopping / E-commerce, News / Reading","Social Media, Video / OTT, Gaming, Shopping / E-commerce, News / Reading",Sometimes,Video ads,Video / OTT,Agree,Agree,Agree,Neutral,No,Skippable video ads,Late night,No
06/02/2026 13:08:10,18–24,Student,Male,Android,2–4 hours,"Social Media, Video / OTT, Gaming, Education","Social Media, Video / OTT, Education",Sometimes,Video ads,Social Media,Neutral,Neutral,Neutral,Neutral,Yes,Rewarded ads,Morning,No
06/02/2026 18:36:27,,,,,,,,,,,,,,,,,,
06/02/2026 18:44:55,25–34,Working professional,Female,iOS,More than 6 hours,Video / OTT,"Social Media, Video / OTT, Gaming, News / Reading, Utility / Tools",Very often,Unskippable ads,Utility / Tools,Agree,Neutral,Strongly agree,Agree,Yes,None,Afternoon,Yes
06/02/2026 18:44:56,35–44,Other,Male,iOS,2–4 hours,"Social Media, News / Reading, Utility / Tools","Video / OTT, News / Reading",Sometimes,Banner ads,Utility / Tools,Disagree,Agree,Agree,Disagree,No,Skippable video ads,Late night,Yes
06/02/2026 19:38:26,18–24,Student,Male,iOS,4–6 hours,"Social Media, Video / OTT, Shopping / E-commerce","Social Media, Video / OTT, Shopping / E-commerce",Sometimes,Banner ads,Shopping / E-commerce,Agree,Agree,Strongly agree,Agree,Yes,Skippable video ads,Late night,Yes
06/02/2026 20:34:32,,,,,,,,,,,,,,,,,,
06/02/2026 23:23:38,18–24,Student,Male,iOS,2–4 hours,"Social Media, Video / OTT, Gaming, Education","Social Media, Video / OTT, Gaming",Often,Video ads,Social Media,Agree,Agree,Agree,Strongly agree,Yes,Banner ads,Evening,No
07/02/2026 22:08:53,45+,Working professional,Female,Android,2–4 hours,"Social Media, Shopping / E-commerce, News / Reading","Social Media, Shopping / E-commerce, News / Reading",Often,Video ads,Video / OTT,Agree,Agree,Strongly agree,Neutral,No,Sponsored content,Evening,No
10/02/2026 22:40:36,,,,,,,,,,,,,,,,,,
10/02/2026 22:41:01,25–34,Self-employed,Male,Android,4–6 hours,"Social Media, Video / OTT, Gaming, Shopping / E-commerce, Utility / Tools, Education","Social Media, Video / OTT, Shopping / E-commerce, News / Reading, Utility / Tools, Education",Very often,Video ads,Social Media,Neutral,Strongly disagree,Neutral,Neutral,Yes,Skippable video ads,Late night,Yes
10/02/2026 22:41:07,25–34,Working professional,Female,Android,More than 6 hours,"Video / OTT, Gaming, Shopping / E-commerce, News / Reading, Education","Video / OTT, Gaming, Shopping / E-commerce, News / Reading, Education",Sometimes,Banner ads,Shopping / E-commerce,Neutral,Strongly agree,Disagree,Disagree,Yes,None,Late night,No
10/02/2026 22:41:07,18–24,Self-employed,Female,Android,2–4 hours,"Social Media, Video / OTT, Gaming, Shopping / E-commerce","Social Media, Video / OTT, Shopping / E-commerce, Utility / Tools",Often,Video ads,Education,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Banner ads,Evening,No
10/02/2026 22:41:07,Below 18,Student,Male,Android,4–6 hours,"Social Media, Gaming, News / Reading, Utility / Tools","News / Reading, Utility / Tools",Very often,Video ads,Video / OTT,Agree,Strongly agree,Neutral,Strongly agree,Yes,Rewarded ads,Late night,Yes
10/02/2026 22:41:07,25–34,Working professional,Male,Android,4–6 hours,Social Media,"Social Media, Gaming, News / Reading, Utility / Tools, Education",Sometimes,Rewarded ads,Social Media,Agree,Neutral,Strongly disagree,Agree,Yes,Sponsored content,Evening,Yes
10/02/2026 22:41:07,45+,Working professional,Prefer not to say,iOS,4–6 hours,"News / Reading, Utility / Tools","Social Media, Shopping / E-commerce, Utility / Tools",Sometimes,Video ads,Video / OTT,Agree,Strongly disagree,Strongly disagree,Strongly agree,Yes,Skippable video ads,Afternoon,No
10/02/2026 22:41:07,45+,Student,Male,iOS,2–4 hours,"Video / OTT, Shopping / E-commerce","Video / OTT, Gaming, Shopping / E-commerce, News / Reading",Sometimes,Video ads,Social Media,Strongly disagree,Neutral,Agree,Agree,Yes,Banner ads,Evening,No
10/02/2026 22:41:07,45+,Other,Male,iOS,4–6 hours,"Social Media, Gaming, News / Reading, Utility / Tools, Education","Video / OTT, Gaming",Rarely,Unskippable ads,Video / OTT,Agree,Disagree,Strongly disagree,Strongly agree,Yes,Sponsored content,Afternoon,Yes
10/02/2026 22:41:07,45+,Other,Female,Android,More than 6 hours,"Social Media, Gaming, Shopping / E-commerce, Utility / Tools","Social Media, Utility / Tools",Rarely,Video ads,Utility / Tools,Agree,Strongly agree,Strongly agree,Agree,Yes,None,Late night,Yes
10/02/2026 22:41:07,Below 18,Other,Female,Android,2–4 hours,"Social Media, Video / OTT, Gaming, News / Reading, Education","Gaming, Shopping / E-commerce, Utility / Tools",Very often,Video ads,Video / OTT,Strongly disagree,Strongly agree,Agree,Strongly agree,No,Skippable video ads,Late night,No
10/02/2026 22:41:07,45+,Working professional,Prefer not to say,Android,More than 6 hours,"Social Media, Video / OTT, News / Reading, Utility / Tools, Education","Video / OTT, Gaming, Shopping / E-commerce",Very often,Rewarded ads,Utility / Tools,Strongly agree,Strongly disagree,Agree,Agree,No,None,Afternoon,No
10/02/2026 22:41:07,18–24,Self-employed,Prefer not to say,iOS,More than 6 hours,"Video / OTT, Gaming, Shopping / E-commerce, News / Reading, Utility / Tools, Education","Video / OTT, Shopping / E-commerce, Education",Sometimes,Banner ads,Social Media,Strongly agree,Agree,Neutral,Agree,No,Banner ads,Evening,No
10/02/2026 22:41:07,45+,Self-employed,Male,iOS,More than 6 hours,"Social Media, Education","Social Media, Shopping / E-commerce, Utility / Tools, Education",Often,Unskippable ads,Utility / Tools,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Yes,Sponsored content,Afternoon,Yes
10/02/2026 22:41:07,45+,Student,Prefer not to say,Android,More than 6 hours,"Video / OTT, Shopping / E-commerce, Utility / Tools, Education","Social Media, Video / OTT, News / Reading",Rarely,Rewarded ads,Shopping / E-commerce,Agree,Agree,Strongly agree,Disagree,Yes,Banner ads,Late night,Yes
10/02/2026 22:41:07,45+,Working professional,Female,iOS,Less than 2 hours,"Social Media, Video / OTT, Utility / Tools, Education","Social Media, Gaming, News / Reading, Education",Very often,Video ads,Social Media,Strongly disagree,Disagree,Neutral,Agree,No,Skippable video ads,Late night,Yes
10/02/2026 22:41:07,Below 18,Self-employed,Female,iOS,4–6 hours,"Social Media, Video / OTT, News / Reading, Utility / Tools, Education","Gaming, Education",Often,Rewarded ads,News / Reading,Strongly disagree,Neutral,Agree,Agree,Yes,None,Afternoon,Yes
10/02/2026 22:41:07,45+,Other,Prefer not to say,Android,More than 6 hours,"Social Media, Gaming, Shopping / E-commerce, Utility / Tools","Gaming, News / Reading, Utility / Tools",Rarely,Video ads,Video / OTT,Agree,Neutral,Strongly disagree,Strongly agree,Yes,Rewarded ads,Morning,Yes
10/02/2026 22:41:10,25–34,Student,Prefer not to say,iOS,Less than 2 hours,"Social Media, Video / OTT, Gaming, Shopping / E-commerce, News / Reading, Utility / Tools, Education","Shopping / E-commerce, News / Reading, Education",Rarely,Unskippable ads,Utility / Tools,Agree,Strongly disagree,Neutral,Disagree,No,Banner ads,Late night,No
10/02/2026 22:41:10,35–44,Other,Female,Android,More than 6 hours,"Video / OTT, Gaming, News / Reading, Education","Social Media, Utility / Tools",Rarely,Sponsored posts,Social Media,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Banner ads,Late night,No
10/02/2026 22:41:10,25–34,Working professional,Male,Android,Less than 2 hours,"Gaming, Shopping / E-commerce, Utility / Tools","Video / OTT, Gaming, Shopping / E-commerce, Education",Rarely,Sponsored posts,Gaming,Strongly agree,Strongly disagree,Strongly disagree,Disagree,No,Rewarded ads,Afternoon,No
10/02/2026 22:41:10,45+,Student,Male,Android,2–4 hours,"Social Media, Gaming, Shopping / E-commerce, Utility / Tools, Education","Social Media, Video / OTT, Shopping / E-commerce, Utility / Tools, Education",Often,Sponsored posts,Utility / Tools,Strongly disagree,Strongly agree,Neutral,Strongly agree,No,None,Evening,No
10/02/2026 22:43:48,45+,Student,Male,Android,Less than 2 hours,"Social Media, Shopping / E-commerce, Education","Social Media, Video / OTT, Gaming, Education",Rarely,Sponsored posts,Shopping / E-commerce,Strongly agree,Strongly disagree,Neutral,Strongly disagree,No,Rewarded ads,Afternoon,No
10/02/2026 22:43:48,25–34,Self-employed,Male,iOS,4–6 hours,"Social Media, Utility / Tools, Education","Video / OTT, Gaming, Shopping / E-commerce, News / Reading, Education",Often,Rewarded ads,Social Media,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Yes,Banner ads,Late night,Yes
10/02/2026 22:43:48,35–44,Working professional,Prefer not to say,Android,More than 6 hours,"Video / OTT, Gaming, News / Reading","Social Media, Gaming, Shopping / E-commerce, News / Reading, Education",Often,Unskippable ads,News / Reading,Strongly disagree,Strongly disagree,Disagree,Disagree,No,Sponsored content,Afternoon,No
10/02/2026 22:43:48,45+,Other,Female,Android,2–4 hours,"Video / OTT, Gaming, Education","Social Media, Video / OTT, Education",Very often,Banner ads,Utility / Tools,Neutral,Strongly agree,Agree,Strongly agree,Yes,Banner ads,Afternoon,No
10/02/2026 22:43:48,45+,Other,Female,Android,4–6 hours,"Social Media, Video / OTT, Gaming, Shopping / E-commerce","Social Media, Video / OTT, Utility / Tools",Very often,Rewarded ads,Social Media,Neutral,Neutral,Neutral,Strongly disagree,No,None,Afternoon,Yes
10/02/2026 22:43:49,18–24,Self-employed,Female,Android,2–4 hours,"Social Media, Video / OTT, Gaming, Utility / Tools","Social Media, Video / OTT, Gaming, News / Reading, Education",Often,Sponsored posts,Utility / Tools,Disagree,Agree,Disagree,Agree,No,None,Evening,No
10/02/2026 22:43:49,Below 18,Working professional,Female,iOS,2–4 hours,"Social Media, Gaming, Shopping / E-commerce, Utility / Tools, Education","Video / OTT, Gaming, News / Reading, Utility / Tools",Very often,Rewarded ads,News / Reading,Disagree,Strongly disagree,Neutral,Disagree,No,Rewarded ads,Morning,Yes
10/02/2026 22:43:49,25–34,Self-employed,Female,Android,2–4 hours,"Social Media, News / Reading, Utility / Tools, Education","Shopping / E-commerce, Education",Very often,Sponsored posts,Gaming,Neutral,Strongly agree,Strongly disagree,Strongly agree,No,None,Evening,No
10/02/2026 22:43:49,35–44,Student,Female,Android,More than 6 hours,"Social Media, Utility / Tools, Education","Social Media, Shopping / E-commerce, Utility / Tools",Very often,Rewarded ads,News / Reading,Agree,Strongly agree,Agree,Agree,No,None,Late night,Yes
10/02/2026 22:43:49,25–34,Working professional,Female,Android,2–4 hours,"Video / OTT, News / Reading, Education","Shopping / E-commerce, News / Reading, Utility / Tools, Education",Very often,Unskippable ads,News / Reading,Disagree,Neutral,Agree,Disagree,No,None,Morning,No
10/02/2026 22:43:49,35–44,Working professional,Male,Android,4–6 hours,"Social Media, Shopping / E-commerce, Education","Social Media, Video / OTT, Gaming, Education",Sometimes,Video ads,Shopping / E-commerce,Disagree,Disagree,Strongly agree,Agree,Yes,Banner ads,Late night,Yes
10/02/2026 22:43:49,45+,Self-employed,Female,Android,2–4 hours,"Social Media, Gaming, Shopping / E-commerce, Education","Video / OTT, Gaming, News / Reading, Utility / Tools",Rarely,Banner ads,Video / OTT,Strongly disagree,Agree,Neutral,Disagree,No,Skippable video ads,Late night,Yes
10/02/2026 22:43:49,45+,Student,Female,iOS,Less than 2 hours,"Video / OTT, Utility / Tools","Social Media, Video / OTT, Gaming, News / Reading",Often,Sponsored posts,Shopping / E-commerce,Strongly disagree,Agree,Agree,Strongly disagree,Yes,Skippable video ads,Morning,Yes
10/02/2026 22:43:50,25–34,Other,Female,Android,2–4 hours,"Gaming, Shopping / E-commerce, Utility / Tools","Video / OTT, Shopping / E-commerce, Education",Rarely,Unskippable ads,Gaming,Strongly agree,Neutral,Strongly disagree,Strongly agree,No,None,Afternoon,No
10/02/2026 22:43:50,35–44,Student,Male,iOS,More than 6 hours,"Social Media, Video / OTT, News / Reading, Utility / Tools, Education","Video / OTT, Gaming, News / Reading, Utility / Tools, Education",Often,Unskippable ads,Video / OTT,Strongly disagree,Neutral,Agree,Strongly disagree,Yes,Sponsored content,Late night,No
10/02/2026 22:43:50,35–44,Self-employed,Female,iOS,4–6 hours,"Social Media, Gaming, Shopping / E-commerce, News / Reading","Video / OTT, Shopping / E-commerce, News / Reading",Very often,Rewarded ads,News / Reading,Strongly agree,Strongly disagree,Strongly disagree,Agree,Yes,Rewarded ads,Afternoon,No
10/02/2026 22:43:50,Below 18,Working professional,Female,iOS,More than 6 hours,"Gaming, News / Reading, Utility / Tools",News / Reading,Often,Unskippable ads,Education,Disagree,Strongly agree,Strongly disagree,Strongly disagree,No,Rewarded ads,Morning,No
10/02/2026 22:43:50,Below 18,Self-employed,Female,Android,Less than 2 hours,News / Reading,"Gaming, Shopping / E-commerce, News / Reading, Utility / Tools, Education",Sometimes,Rewarded ads,Shopping / E-commerce,Disagree,Strongly disagree,Agree,Neutral,Yes,Banner ads,Morning,No
